Epoch,IoU,F1,Fbeta,Precision,Recall,Accuracy,Training_loss,Validation_loss,Train_Jaccard_Loss,Train_Tversky_Loss,Train_Focal_Loss,Train_Lovasz_Loss,Eval_Jaccard_Loss,Eval_Tversky_Loss,Eval_Focal_Loss,Eval_Lovasz_Loss
32,0.10404656827449799,0.2364974468946457,0.1564711034297943,0.9991798996925354,0.1386936455965042,0.7845714092254639,0.1449633091688156,0.43006177246570587,0.24672097340226173,0.1449633091688156,0.12248361855745316,0.3928125277161598,0.5992838740348816,0.4528256952762604,0.17596235871315002,0.8178060352802277
33,0.10994616895914078,0.2634851038455963,0.16707786917686462,0.999103844165802,0.15787196159362793,0.7886938452720642,0.14299027621746063,0.42124438285827637,0.2438856065273285,0.14299027621746063,0.11371022835373878,0.3728637397289276,0.598438024520874,0.4517458975315094,0.1749754622578621,0.8144491314888
34,0.12116267532110214,0.28022003173828125,0.18059037625789642,0.9991031289100647,0.1689630150794983,0.7914702296257019,0.1405077874660492,0.4160277545452118,0.24007939919829369,0.1405077874660492,0.1118859276175499,0.364130362868309,0.5979480743408203,0.451145738363266,0.17439904063940048,0.812371164560318
35,0.1720176488161087,0.31604257225990295,0.2373935878276825,0.9991390109062195,0.19432762265205383,0.7976469397544861,0.14657144248485565,0.40391775965690613,0.24955185875296593,0.14657144248485565,0.12649269215762615,0.4100569449365139,0.596766322851181,0.44972260296344757,0.17293395102024078,0.8072046339511871
36,0.15623386204242706,0.3221752941608429,0.22162458300590515,0.9992367029190063,0.19870281219482422,0.7987146973609924,0.14504559338092804,0.4020770490169525,0.24782149866223335,0.14504559338092804,0.12684883549809456,0.4123593308031559,0.5965762436389923,0.4494965970516205,0.17273271828889847,0.8063303828239441
37,0.20653973519802094,0.34498631954193115,0.2751935124397278,0.9992753863334656,0.21494393050670624,0.8028064370155334,0.14246006309986115,0.3939149081707001,0.24333566054701805,0.14246006309986115,0.12181603256613016,0.39195897802710533,0.5957730412483215,0.44852204620838165,0.17171885073184967,0.8028729557991028
38,0.1915058195590973,0.3802095949649811,0.2652978003025055,0.9945639371871948,0.24252143502235413,0.8093342185020447,0.1525011993944645,0.3812001198530197,0.258922565728426,0.1525011993944645,0.1443362282589078,0.4618006870150566,0.5944783389568329,0.44696928560733795,0.17012955248355865,0.7971465289592743
39,0.16733045876026154,0.39089521765708923,0.24389618635177612,0.9946924448013306,0.24973267316818237,0.8116974234580994,0.14222832769155502,0.37645092606544495,0.24255407601594925,0.14222832769155502,0.11589991673827171,0.3754420168697834,0.5939914584159851,0.44646479189395905,0.16941439360380173,0.7944485545158386
40,0.20674730837345123,0.44390353560447693,0.28951069712638855,0.994145929813385,0.2927449643611908,0.8218954205513,0.13823677971959114,0.3555062264204025,0.236894141882658,0.13823677971959114,0.10815400537103415,0.3538731187582016,0.5917366147041321,0.44370751082897186,0.1666743978857994,0.7847827672958374
41,0.21856336295604706,0.4733414649963379,0.30479222536087036,0.9935827851295471,0.3182256817817688,0.8280314803123474,0.13930030912160873,0.34322449564933777,0.23877578973770142,0.13930030912160873,0.11138265766203403,0.3658182881772518,0.5903679728507996,0.44209399819374084,0.16491834819316864,0.7784337401390076
42,0.2669791877269745,0.5048817992210388,0.35580745339393616,0.9938328266143799,0.34526896476745605,0.8349142670631409,0.14045796170830727,0.3300297409296036,0.240320336073637,0.14045796170830727,0.111992496997118,0.36760467290878296,0.5888547301292419,0.44031529128551483,0.16301292926073074,0.7714852690696716
43,0.24973897635936737,0.5340990424156189,0.3412909209728241,0.9937027096748352,0.3722645938396454,0.8415447473526001,0.13947219401597977,0.31560930609703064,0.23907313868403435,0.13947219401597977,0.1156366653740406,0.3749549947679043,0.5871118307113647,0.4383126199245453,0.16077794879674911,0.763106107711792
44,0.30787867307662964,0.5795852541923523,0.4019848704338074,0.9926499128341675,0.4166612923145294,0.8523720502853394,0.1397801823914051,0.2950301915407181,0.23909764736890793,0.1397801823914051,0.10864292271435261,0.3579083513468504,0.5845756828784943,0.43537192046642303,0.1575065776705742,0.751172661781311
45,0.34236466884613037,0.6229735016822815,0.4388633668422699,0.9922713041305542,0.4612959623336792,0.8633778691291809,0.14470553770661354,0.2741743326187134,0.24665289744734764,0.14470553770661354,0.12541743461042643,0.4009517729282379,0.5818665623664856,0.43225644528865814,0.15396207571029663,0.7382053136825562
46,0.33817926049232483,0.6615753173828125,0.4359394609928131,0.991147518157959,0.5042546987533569,0.8739445209503174,0.14179005101323128,0.25569069385528564,0.24226725101470947,0.14179005101323128,0.11350804194808006,0.372435599565506,0.5793933272361755,0.42950262129306793,0.15063630789518356,0.7258025705814362
47,0.3887365162372589,0.691811740398407,0.487306147813797,0.9906842708587646,0.5390120148658752,0.8823066353797913,0.14398324489593506,0.2408108115196228,0.24545804783701897,0.14398324489593506,0.12000789865851402,0.3889884687960148,0.5772489309310913,0.4270230084657669,0.14792023599147797,0.7156404256820679
48,0.41630589962005615,0.737345278263092,0.5149490833282471,0.989465594291687,0.5956719517707825,0.8959263563156128,0.14869572967290878,0.21855594217777252,0.2531092204153538,0.14869572967290878,0.131783964112401,0.42825068160891533,0.5739860534667969,0.42336058616638184,0.14372199028730392,0.6996792554855347
49,0.43077781796455383,0.748360812664032,0.5287554860115051,0.9893114566802979,0.6090553402900696,0.8993880748748779,0.1419581174850464,0.21267250180244446,0.24250926449894905,0.1419581174850464,0.11812035087496042,0.38267530128359795,0.5730859637260437,0.4223634749650955,0.14254342019557953,0.6951585114002228
50,0.42434707283973694,0.7672802805900574,0.5218690037727356,0.9869130253791809,0.6330215930938721,0.9056721329689026,0.13787122443318367,0.2037694752216339,0.23603135719895363,0.13787122443318367,0.10623290203511715,0.34811342135071754,0.5717599391937256,0.4209473878145218,0.14071792364120483,0.6880277693271637
51,0.4902101159095764,0.8011281490325928,0.5851933360099792,0.9855011701583862,0.680059015750885,0.9168688058853149,0.14135133102536201,0.1863921731710434,0.24117612093687057,0.14135133102536201,0.11348986718803644,0.3685850463807583,0.5689940452575684,0.41782182455062866,0.1372784972190857,0.6745056807994843
52,0.5441113710403442,0.8234450817108154,0.6386370062828064,0.980941653251648,0.7132649421691895,0.9246859550476074,0.14644257724285126,0.17335250973701477,0.2489236406981945,0.14644257724285126,0.12755687814205885,0.41043486073613167,0.5668576061725616,0.41548293828964233,0.13452433794736862,0.6635085940361023
53,0.5530731678009033,0.8401526212692261,0.6450856328010559,0.9841206669807434,0.7385734915733337,0.9307246208190918,0.14360345900058746,0.16433770954608917,0.24484175443649292,0.14360345900058746,0.11923559475690126,0.3868696168065071,0.5653247833251953,0.4137950986623764,0.13258276134729385,0.6557559669017792
54,0.5596405267715454,0.8541914820671082,0.6495251059532166,0.9812188744544983,0.7611904144287109,0.935859739780426,0.14547763764858246,0.15617869794368744,0.24770917370915413,0.14547763764858246,0.12228747457265854,0.3991857245564461,0.5638898611068726,0.41222308576107025,0.130797877907753,0.6485800743103027
55,0.58213210105896,0.8658891320228577,0.6759870052337646,0.9760653376579285,0.7810924649238586,0.9403523206710815,0.14883343130350113,0.14940236508846283,0.2532807029783726,0.14883343130350113,0.1287493109703064,0.4218430370092392,0.5627376139163971,0.4110257476568222,0.1292329877614975,0.6423111855983734
56,0.5822521448135376,0.8743091821670532,0.6743013262748718,0.9732812643051147,0.796405553817749,0.9435173273086548,0.144182987511158,0.14458692073822021,0.24570384249091148,0.144182987511158,0.12091884668916464,0.3911689259111881,0.5618430376052856,0.41003988683223724,0.128130704164505,0.6379123032093048
57,0.6345390677452087,0.8837888836860657,0.7229626774787903,0.966071605682373,0.8138592839241028,0.9471269845962524,0.14398521184921265,0.13883201777935028,0.24567367136478424,0.14398521184921265,0.12158711161464453,0.394771084189415,0.5607611536979675,0.40880991518497467,0.12687261402606964,0.632832407951355
58,0.6617944836616516,0.893844485282898,0.7492778301239014,0.9588989019393921,0.8321589827537537,0.9511626958847046,0.13941475376486778,0.13342320919036865,0.2389322780072689,0.13941475376486778,0.11225878819823265,0.3666590414941311,0.5597787797451019,0.407730832695961,0.12564150989055634,0.627874344587326
59,0.6341802477836609,0.8972333073616028,0.7186289429664612,0.9620499610900879,0.8388149738311768,0.952548623085022,0.13770310208201408,0.13118182122707367,0.2362281233072281,0.13770310208201408,0.1075008874759078,0.353032860904932,0.5593719184398651,0.40729688107967377,0.1251242645084858,0.6256840229034424
60,0.6548237204551697,0.9053958654403687,0.7386066317558289,0.9520464539527893,0.8546262979507446,0.9558677673339844,0.14514586329460144,0.12684553861618042,0.24811692535877228,0.14514586329460144,0.12821747455745935,0.4161645993590355,0.5585581660270691,0.4064013957977295,0.12413795292377472,0.6216964721679688
61,0.6600953340530396,0.9093955159187317,0.7460170984268188,0.9490238428115845,0.8637867569923401,0.9575081467628479,0.140799842774868,0.12462721765041351,0.24059109017252922,0.140799842774868,0.11118677165359259,0.3635776787996292,0.5581623017787933,0.40600278973579407,0.12358852848410606,0.6195275187492371
62,0.6531966328620911,0.911882221698761,0.7357817888259888,0.941112220287323,0.871803343296051,0.9583213329315186,0.14285581186413765,0.12265615165233612,0.243699561804533,0.14285581186413765,0.11770798359066248,0.38402972370386124,0.557706356048584,0.4054461121559143,0.1231786459684372,0.6179537177085876
63,0.7245753407478333,0.9188345074653625,0.8039296269416809,0.9273684620857239,0.888188898563385,0.9611889719963074,0.14864762499928474,0.11833333969116211,0.252712968736887,0.14864762499928474,0.1344830635935068,0.4306570142507553,0.5568817257881165,0.4045394957065582,0.12221307307481766,0.6139946579933167
64,0.6898478865623474,0.9200536608695984,0.7700836062431335,0.9317552447319031,0.890254557132721,0.9617799520492554,0.14009100943803787,0.11817625164985657,0.2397526539862156,0.14009100943803787,0.11414067726582289,0.3700055480003357,0.5568915009498596,0.4045795798301697,0.12215263769030571,0.6136821210384369
65,0.7044912576675415,0.9242936968803406,0.7827102541923523,0.917514443397522,0.8985816240310669,0.9635989665985107,0.13995499163866043,0.11575016379356384,0.23945804312825203,0.13995499163866043,0.11387581750750542,0.37169574201107025,0.5564098358154297,0.40401288866996765,0.12162243947386742,0.6114966869354248
66,0.7292813062667847,0.9237903356552124,0.8075162768363953,0.908595860004425,0.9011587500572205,0.963228702545166,0.1457013599574566,0.11556389927864075,0.24832701310515404,0.1457013599574566,0.12543077114969492,0.40698498487472534,0.5563121736049652,0.403898686170578,0.1215745285153389,0.6113864183425903
67,0.7257673740386963,0.926678478717804,0.8011928796768188,0.9224711060523987,0.9086160063743591,0.9644344449043274,0.14043878391385078,0.11447732150554657,0.23991098254919052,0.14043878391385078,0.10942912381142378,0.3603316992521286,0.5560619533061981,0.4036006033420563,0.12131331488490105,0.6103658378124237
68,0.7170221209526062,0.9278115630149841,0.7964189052581787,0.9008315205574036,0.9130266904830933,0.9648644924163818,0.1424364522099495,0.1134553849697113,0.24336416646838188,0.1424364522099495,0.11899205669760704,0.38666925206780434,0.5558648407459259,0.40338796377182007,0.12108507379889488,0.6094768345355988
69,0.7107214331626892,0.9284010529518127,0.7902344465255737,0.9163178205490112,0.9167194962501526,0.9650247097015381,0.14030227065086365,0.11350716650485992,0.23968365415930748,0.14030227065086365,0.1108058588579297,0.3621801882982254,0.5558207035064697,0.40330201387405396,0.12110280990600586,0.6096505224704742
70,0.7321953177452087,0.928993821144104,0.8092407584190369,0.893165647983551,0.9204128980636597,0.9651918411254883,0.14652622863650322,0.11340987682342529,0.24942869320511818,0.14652622863650322,0.12881038058549166,0.4130974970757961,0.5557519197463989,0.4032067805528641,0.12108971178531647,0.6096668839454651
71,0.6983257532119751,0.9282122254371643,0.775938868522644,0.9046374559402466,0.9208664894104004,0.9648116230964661,0.14215948805212975,0.1132597029209137,0.24279716610908508,0.14215948805212975,0.12043778598308563,0.3876301050186157,0.5557760298252106,0.40327906608581543,0.12105036526918411,0.6095086336135864
72,0.7368579506874084,0.9308008551597595,0.8148881196975708,0.9000219106674194,0.9269293546676636,0.9659069776535034,0.13922780379652977,0.11217287182807922,0.2385232225060463,0.13922780379652977,0.1088726269081235,0.35891176387667656,0.5554910898208618,0.40290945768356323,0.12081209197640419,0.6085767447948456
73,0.7293699979782104,0.9306045770645142,0.8041130304336548,0.8953884243965149,0.9280024766921997,0.965758204460144,0.1388782076537609,0.11224070191383362,0.2376662716269493,0.1388782076537609,0.11115009989589453,0.3604140914976597,0.5554957091808319,0.40290114283561707,0.12083395197987556,0.6087573170661926
74,0.743619978427887,0.9311413764953613,0.8202388286590576,0.8914123773574829,0.9299744367599487,0.9659698009490967,0.14750221744179726,0.11126185953617096,0.25084180757403374,0.14750221744179726,0.12830490618944168,0.4169304072856903,0.5553208887577057,0.40272215008735657,0.12063154205679893,0.6078185439109802
75,0.7463341355323792,0.9288349747657776,0.8237165808677673,0.8761582374572754,0.9308925271034241,0.964708149433136,0.1498946063220501,0.11252516508102417,0.2542339935898781,0.1498946063220501,0.1301516955718398,0.4215937778353691,0.5554765164852142,0.40286195278167725,0.1209544986486435,0.6093972325325012
76,0.7227608561515808,0.9299558997154236,0.8003451228141785,0.8811091184616089,0.9307476282119751,0.9653236269950867,0.13685299083590508,0.1126333624124527,0.2344951406121254,0.13685299083590508,0.10537124518305063,0.3433139957487583,0.5555188357830048,0.40291057527065277,0.12093345075845718,0.6092647016048431
77,0.72579026222229,0.9297623038291931,0.8043830394744873,0.8745400309562683,0.933249294757843,0.9651243090629578,0.13942497968673706,0.11242237687110901,0.23805562779307365,0.13942497968673706,0.10866126790642738,0.3527413923293352,0.5554539859294891,0.4028245508670807,0.12091195955872536,0.609246015548706
78,0.7384846806526184,0.9309490323066711,0.8154966235160828,0.8646005392074585,0.9374282360076904,0.9655911326408386,0.1457943320274353,0.11187595129013062,0.24894455075263977,0.1457943320274353,0.12924963887780905,0.41932644695043564,0.5553113222122192,0.402645543217659,0.12079895660281181,0.6087855100631714
79,0.729775607585907,0.9296545386314392,0.8089888691902161,0.8670699596405029,0.9346541166305542,0.9650522470474243,0.1385515257716179,0.11255259811878204,0.23728620633482933,0.1385515257716179,0.10811544489115477,0.35518351569771767,0.5555040240287781,0.402901291847229,0.12093732878565788,0.6093729734420776
80,0.6974419951438904,0.930175244808197,0.7733097672462463,0.8388898372650146,0.9382739663124084,0.9651527404785156,0.14363138005137444,0.11225494742393494,0.24546698108315468,0.14363138005137444,0.12200997862964869,0.3983498476445675,0.5553770065307617,0.4026987701654434,0.12092332914471626,0.6093622148036957
81,0.7207404971122742,0.9305901527404785,0.7969676852226257,0.8549425005912781,0.9395139217376709,0.9653236269950867,0.14653873071074486,0.11156393587589264,0.2496485598385334,0.14653873071074486,0.13155538123100996,0.42220767214894295,0.5552565157413483,0.402572900056839,0.1207800880074501,0.6087611317634583
82,0.7428179383277893,0.931165337562561,0.8229476809501648,0.8772030472755432,0.9412198066711426,0.9655705094337463,0.14468999207019806,0.11088259518146515,0.24691545963287354,0.14468999207019806,0.12350524216890335,0.4013454243540764,0.5551384687423706,0.4024486243724823,0.12063589692115784,0.6081082224845886
83,0.7352582812309265,0.929232120513916,0.8124698996543884,0.858124315738678,0.9366632699966431,0.964705765247345,0.1413605622947216,0.1112799197435379,0.24116386845707893,0.1413605622947216,0.11622961331158876,0.37472987547516823,0.5552580654621124,0.4025993049144745,0.1207410879433155,0.6084956228733063
84,0.7275471091270447,0.9299403429031372,0.8056756854057312,0.8378062844276428,0.942224383354187,0.9648752212524414,0.14638274163007736,0.11133062839508057,0.2488255873322487,0.14638274163007736,0.12508799508213997,0.4037666656076908,0.5551928281784058,0.4024876207113266,0.12077805399894714,0.6087926030158997
85,0.7179847359657288,0.9293301701545715,0.7947704195976257,0.845082700252533,0.9428085088729858,0.964521050453186,0.1413469985127449,0.11193947494029999,0.24188565090298653,0.1413469985127449,0.11657065059989691,0.3810558561235666,0.5552730560302734,0.4025547504425049,0.1209077462553978,0.6094603836536407
86,0.7367908954620361,0.9298617243766785,0.8149641752243042,0.8496586084365845,0.9441819190979004,0.9647525548934937,0.1451282873749733,0.11225751042366028,0.2473377175629139,0.1451282873749733,0.1258126636967063,0.4047636538743973,0.5552964508533478,0.40256720781326294,0.12096721306443214,0.6097259223461151
87,0.7183493375778198,0.9285574555397034,0.7982452511787415,0.8585702180862427,0.9437400698661804,0.9641002416610718,0.1469370387494564,0.11282749474048615,0.25008799135684967,0.1469370387494564,0.1267154300585389,0.4112357571721077,0.555426836013794,0.40273819863796234,0.12110768258571625,0.6103633642196655
88,0.7334197163581848,0.9291061162948608,0.8138185143470764,0.871979296207428,0.9406291842460632,0.9645004272460938,0.1409674622118473,0.11177445948123932,0.2408694364130497,0.1409674622118473,0.11862919200211763,0.38387685269117355,0.5552946031093597,0.4026166945695877,0.12085352838039398,0.6091306805610657
89,0.7284744381904602,0.9297537207603455,0.8039632439613342,0.8462454080581665,0.9458919167518616,0.9646345376968384,0.1454506851732731,0.11176317930221558,0.24813325330615044,0.1454506851732731,0.12613460700958967,0.40892400965094566,0.5552096962928772,0.40247154235839844,0.12089994549751282,0.6094276607036591
90,0.7278693914413452,0.929712176322937,0.8076797723770142,0.8539844751358032,0.9448678493499756,0.9646483063697815,0.14593356847763062,0.11166827380657196,0.2485942803323269,0.14593356847763062,0.13131849002093077,0.4187340997159481,0.555205762386322,0.40247733891010284,0.12087198719382286,0.6092607975006104
91,0.7256406545639038,0.930435836315155,0.803577184677124,0.8564965724945068,0.9450715780258179,0.9650315046310425,0.14425528421998024,0.11121220886707306,0.24621262028813362,0.14425528421998024,0.12251496966928244,0.3988244757056236,0.5551380515098572,0.4024113565683365,0.12075363844633102,0.6087592542171478
92,0.7137717008590698,0.9293964505195618,0.7895335555076599,0.8227430582046509,0.943579912185669,0.9645256996154785,0.1438932903110981,0.11199973523616791,0.24580687284469604,0.1438932903110981,0.11917759943753481,0.3919910304248333,0.5552684962749481,0.4025464802980423,0.12094031274318695,0.609542727470398
93,0.7221044898033142,0.9283329248428345,0.8033894300460815,0.8618448376655579,0.9449935555458069,0.9639055132865906,0.1447046436369419,0.1126561164855957,0.2467593289911747,0.1447046436369419,0.11995309684425592,0.3936985991895199,0.5553571581840515,0.4026236832141876,0.12111219391226768,0.610366016626358
94,0.750196635723114,0.9295498728752136,0.8249417543411255,0.8566245436668396,0.9459869861602783,0.9645165205001831,0.1422649845480919,0.11196789145469666,0.24289873614907265,0.1422649845480919,0.11663905717432499,0.38005274161696434,0.5552298724651337,0.4024883657693863,0.120939951390028,0.6095858216285706
95,0.7352699637413025,0.9290193915367126,0.8172929286956787,0.861657977104187,0.9471284747123718,0.9641945362091064,0.14270078390836716,0.11240017414093018,0.24359358102083206,0.14270078390836716,0.11780679784715176,0.38295338302850723,0.5552932322025299,0.40254729986190796,0.12105510756373405,0.6100892424583435
