Epoch,F1,Precision,Recall,Accuracy,Training_loss,Validation_loss
60,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7053467896249559,0.6935882866382599
61,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7197816040780809,0.6934679746627808
62,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7557199464903938,0.6934984624385834
63,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7488139536645677,0.6932516992092133
64,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7460561725828383,0.6932666003704071
65,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7358371482955085,0.6931800842285156
66,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7153115736113654,0.6931697130203247
67,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6610347165001763,0.6932412385940552
68,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7436449329058329,0.6933164298534393
69,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7239413658777872,0.6933554410934448
70,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7558126317130195,0.693358838558197
71,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7684646315044827,0.6933205425739288
72,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7560024725066291,0.6934042274951935
73,0.0,1.0,0.5333333611488342,0.5333333611488342,0.8114325205485026,0.6934363543987274
74,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6893276572227478,0.6933217346668243
75,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7533080776532491,0.6931689083576202
76,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7528838449054294,0.6931867897510529
77,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7364822493659126,0.6931993365287781
78,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7221103840404086,0.69310063123703
79,0.0,1.0,0.5333333611488342,0.5333333611488342,0.8070791959762573,0.6931124329566956
80,0.0,1.0,0.5333333611488342,0.5333333611488342,0.761860556072659,0.6931422650814056
81,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7872260941399468,0.6932736337184906
82,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7076034016079373,0.6933079659938812
83,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7345485091209412,0.6932517290115356
84,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6924605899386935,0.6934020817279816
85,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7763973077138265,0.693437784910202
86,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7757259607315063,0.693459540605545
87,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7457187175750732,0.6935045719146729
88,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7325966424412198,0.6936259567737579
89,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7376294665866427,0.6934132874011993
90,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7509868608580695,0.6933089196681976
91,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7783373925420973,0.6932798027992249
92,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7854173647032844,0.6934590339660645
93,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6990552544593811,0.6934504806995392
94,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6851529214117262,0.6934652626514435
95,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7225094967418246,0.6934951543807983
96,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6559567517704434,0.6934482753276825
97,0.0,1.0,0.5333333611488342,0.5333333611488342,0.693390409151713,0.6933856010437012
98,0.0,1.0,0.5333333611488342,0.5333333611488342,0.694279346201155,0.6934609115123749
99,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7686345444785224,0.6935160458087921
100,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7268466220961677,0.6936274170875549
101,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7325600716802809,0.6935397386550903
102,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7726495663324991,0.6935244500637054
103,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7175771594047546,0.693727970123291
104,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7000745468669467,0.6935288906097412
105,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7636802991231283,0.693535566329956
106,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6762577692667643,0.6934972405433655
107,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7882873747083876,0.6935257017612457
108,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6849294900894165,0.6935036182403564
109,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7876679632398818,0.6933894157409668
110,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6987292369206747,0.693464070558548
111,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7355229722128974,0.6935127079486847
112,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7432511581314935,0.6935988366603851
113,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7266632914543152,0.6937506198883057
114,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7023905250761244,0.6936698853969574
115,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7274899217817519,0.6935338079929352
116,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7386546267403497,0.69366255402565
117,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7489389048682319,0.6936637759208679
118,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6992528571022881,0.6936551630496979
119,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7104780342843797,0.6936482489109039
120,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7353731393814087,0.6934910416603088
121,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7301554746097989,0.693496435880661
122,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6931308574146695,0.6934754550457001
123,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7615443136956956,0.6935007870197296
124,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7333526478873359,0.6935597062110901
125,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7527515093485514,0.6934526264667511
126,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7308012975586785,0.6934657096862793
127,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6989546881781684,0.6934265792369843
128,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7273936536577013,0.6933991312980652
129,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7225850025812784,0.693513423204422
130,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7444173759884305,0.6934859454631805
131,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7613726523187425,0.6934880018234253
132,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7172544333669875,0.6935071647167206
133,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7351376745435927,0.6936710476875305
134,0.0,1.0,0.5333333611488342,0.5333333611488342,0.719241182009379,0.6937178075313568
135,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7303191290961372,0.6938224732875824
136,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7381433049837748,0.6937205195426941
137,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7146134376525879,0.6936375498771667
138,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6692890392409431,0.6935755014419556
139,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7381882402631972,0.6936162710189819
140,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7246634562810262,0.6936579346656799
141,0.0,1.0,0.5333333611488342,0.5333333611488342,0.695959660742018,0.693574845790863
142,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6910276545418633,0.6935069262981415
143,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6939156519042121,0.6936056315898895
144,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7054709196090698,0.6936956942081451
145,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7432642843988206,0.6937085092067719
146,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7281154791514078,0.6936092376708984
147,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7811560299661424,0.6934656798839569
148,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7450137601958381,0.6933298110961914
149,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7483618458112081,0.6933151185512543
150,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7670988837877909,0.6932931542396545
151,0.0,1.0,0.5333333611488342,0.5333333611488342,0.729829728603363,0.69344362616539
152,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7008879052268134,0.69351726770401
153,0.0,1.0,0.5333333611488342,0.5333333611488342,0.810435778564877,0.6935777962207794
154,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7191160056326125,0.6934925317764282
155,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7226887941360474,0.6934887766838074
156,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7037277817726135,0.6935544908046722
157,0.0,1.0,0.5333333611488342,0.5333333611488342,0.761971116065979,0.6935784816741943
158,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7638629807366265,0.6936140060424805
159,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7145204808976915,0.6935694515705109
160,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7610526548491584,0.6935763955116272
161,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7003554966714647,0.6935566961765289
162,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7896752754847208,0.6934977471828461
163,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7771343655056424,0.6934588253498077
164,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7575250797801547,0.6933754682540894
165,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7655723359849718,0.6935051381587982
166,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6962828503714668,0.6934005916118622
167,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7115363478660583,0.6933502852916718
168,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6974440084563361,0.693305104970932
169,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6866135597229004,0.6934953927993774
170,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7175649338298373,0.6934992969036102
171,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6848232878579034,0.693499743938446
172,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7124105360772874,0.6934415996074677
173,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7073819504843818,0.6936036944389343
174,0.0,1.0,0.5333333611488342,0.5333333611488342,0.743602368566725,0.6936612129211426
175,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7165092494752672,0.6937861740589142
176,0.0,1.0,0.5333333611488342,0.5333333611488342,0.6974895795186361,0.6938868165016174
177,0.0,1.0,0.5333333611488342,0.5333333611488342,0.741351756784651,0.693683922290802
178,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7593055764834086,0.693778395652771
179,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7687846422195435,0.6937098503112793
180,0.0,1.0,0.5333333611488342,0.5333333611488342,0.723341080877516,0.6936852335929871
181,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7303987476560805,0.6936735808849335
182,0.0,1.0,0.5333333611488342,0.5333333611488342,0.697121090359158,0.693524569272995
183,0.0,1.0,0.5333333611488342,0.5333333611488342,0.715565390057034,0.6936104595661163
184,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7442432906892564,0.693695455789566
185,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7525777618090311,0.6937163770198822
186,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7215387357605828,0.6936120986938477
187,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7559158073531257,0.6936934292316437
188,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7680129342608981,0.6935760676860809
189,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7496480213271247,0.6936719715595245
190,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7339277731047736,0.6937736868858337
191,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7111530701319376,0.6936762034893036
192,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7408036457167732,0.6936030983924866
193,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7235731416278415,0.6936600208282471
194,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7281327181392245,0.6936700940132141
195,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7379617757267423,0.6936017274856567
196,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7443213793966506,0.6935797333717346
197,0.0,1.0,0.5333333611488342,0.5333333611488342,0.738208896583981,0.6935012936592102
198,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7222975161340501,0.6934625804424286
199,0.0,1.0,0.5333333611488342,0.5333333611488342,0.7068365547392104,0.6933818161487579
